ccode;cname;year;ccode_qog;cname_qog;ccodealp;ccodecow;version;cname_year;ccodealp_year;gfs_envr
4;Afghanistan;2006;4;Afghanistan;AFG;700,00;QoGStdTSjan23;Afghanistan 2006;AFG06;1,67
4;Afghanistan;2007;4;Afghanistan;AFG;700,00;QoGStdTSjan23;Afghanistan 2007;AFG07;0,37
4;Afghanistan;2008;4;Afghanistan;AFG;700,00;QoGStdTSjan23;Afghanistan 2008;AFG08;0,16
4;Afghanistan;2009;4;Afghanistan;AFG;700,00;QoGStdTSjan23;Afghanistan 2009;AFG09;0,30
4;Afghanistan;2010;4;Afghanistan;AFG;700,00;QoGStdTSjan23;Afghanistan 2010;AFG10;0,14
4;Afghanistan;2011;4;Afghanistan;AFG;700,00;QoGStdTSjan23;Afghanistan 2011;AFG11;0,38
4;Afghanistan;2012;4;Afghanistan;AFG;700,00;QoGStdTSjan23;Afghanistan 2012;AFG12;0,41
4;Afghanistan;2013;4;Afghanistan;AFG;700,00;QoGStdTSjan23;Afghanistan 2013;AFG13;0,45
4;Afghanistan;2014;4;Afghanistan;AFG;700,00;QoGStdTSjan23;Afghanistan 2014;AFG14;0,31
4;Afghanistan;2015;4;Afghanistan;AFG;700,00;QoGStdTSjan23;Afghanistan 2015;AFG15;0,17
4;Afghanistan;2016;4;Afghanistan;AFG;700,00;QoGStdTSjan23;Afghanistan 2016;AFG16;0,27
4;Afghanistan;2017;4;Afghanistan;AFG;700,00;QoGStdTSjan23;Afghanistan 2017;AFG17;0,38
8;Albania;2005;8;Albania;ALB;339,00;QoGStdTSjan23;Albania 2005;ALB05;0,00
8;Albania;2006;8;Albania;ALB;339,00;QoGStdTSjan23;Albania 2006;ALB06;0,00
8;Albania;2007;8;Albania;ALB;339,00;QoGStdTSjan23;Albania 2007;ALB07;0,03
8;Albania;2008;8;Albania;ALB;339,00;QoGStdTSjan23;Albania 2008;ALB08;0,06
8;Albania;2010;8;Albania;ALB;339,00;QoGStdTSjan23;Albania 2010;ALB10;0,04
8;Albania;2011;8;Albania;ALB;339,00;QoGStdTSjan23;Albania 2011;ALB11;0,19
8;Albania;2012;8;Albania;ALB;339,00;QoGStdTSjan23;Albania 2012;ALB12;0,12
8;Albania;2013;8;Albania;ALB;339,00;QoGStdTSjan23;Albania 2013;ALB13;0,16
8;Albania;2014;8;Albania;ALB;339,00;QoGStdTSjan23;Albania 2014;ALB14;0,22
8;Albania;2015;8;Albania;ALB;339,00;QoGStdTSjan23;Albania 2015;ALB15;0,33
8;Albania;2016;8;Albania;ALB;339,00;QoGStdTSjan23;Albania 2016;ALB16;0,64
8;Albania;2017;8;Albania;ALB;339,00;QoGStdTSjan23;Albania 2017;ALB17;0,63
8;Albania;2018;8;Albania;ALB;339,00;QoGStdTSjan23;Albania 2018;ALB18;0,30
8;Albania;2019;8;Albania;ALB;339,00;QoGStdTSjan23;Albania 2019;ALB19;0,64
8;Albania;2020;8;Albania;ALB;339,00;QoGStdTSjan23;Albania 2020;ALB20;0,99
8;Albania;2021;8;Albania;ALB;339,00;QoGStdTSjan23;Albania 2021;ALB21;0,92
31;Azerbaijan;2008;31;Azerbaijan;AZE;373,00;QoGStdTSjan23;Azerbaijan 2008;AZE08;0,08
31;Azerbaijan;2009;31;Azerbaijan;AZE;373,00;QoGStdTSjan23;Azerbaijan 2009;AZE09;0,09
31;Azerbaijan;2010;31;Azerbaijan;AZE;373,00;QoGStdTSjan23;Azerbaijan 2010;AZE10;0,09
31;Azerbaijan;2011;31;Azerbaijan;AZE;373,00;QoGStdTSjan23;Azerbaijan 2011;AZE11;0,07
31;Azerbaijan;2012;31;Azerbaijan;AZE;373,00;QoGStdTSjan23;Azerbaijan 2012;AZE12;0,06
31;Azerbaijan;2013;31;Azerbaijan;AZE;373,00;QoGStdTSjan23;Azerbaijan 2013;AZE13;0,07
31;Azerbaijan;2014;31;Azerbaijan;AZE;373,00;QoGStdTSjan23;Azerbaijan 2014;AZE14;0,07
31;Azerbaijan;2015;31;Azerbaijan;AZE;373,00;QoGStdTSjan23;Azerbaijan 2015;AZE15;0,02
31;Azerbaijan;2016;31;Azerbaijan;AZE;373,00;QoGStdTSjan23;Azerbaijan 2016;AZE16;0,12
31;Azerbaijan;2017;31;Azerbaijan;AZE;373,00;QoGStdTSjan23;Azerbaijan 2017;AZE17;0,06
31;Azerbaijan;2018;31;Azerbaijan;AZE;373,00;QoGStdTSjan23;Azerbaijan 2018;AZE18;0,07
31;Azerbaijan;2019;31;Azerbaijan;AZE;373,00;QoGStdTSjan23;Azerbaijan 2019;AZE19;0,05
36;Australia;1999;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 1999;AUS99;1,30
36;Australia;2000;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 2000;AUS00;1,28
36;Australia;2001;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 2001;AUS01;1,24
36;Australia;2002;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 2002;AUS02;1,33
36;Australia;2003;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 2003;AUS03;1,41
36;Australia;2004;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 2004;AUS04;1,36
36;Australia;2005;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 2005;AUS05;1,49
36;Australia;2006;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 2006;AUS06;1,56
36;Australia;2007;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 2007;AUS07;1,75
36;Australia;2008;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 2008;AUS08;1,75
36;Australia;2009;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 2009;AUS09;1,79
36;Australia;2010;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 2010;AUS10;2,02
36;Australia;2011;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 2011;AUS11;2,29
36;Australia;2012;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 2012;AUS12;2,58
36;Australia;2013;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 2013;AUS13;2,68
36;Australia;2014;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 2014;AUS14;2,62
36;Australia;2015;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 2015;AUS15;2,03
36;Australia;2016;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 2016;AUS16;2,11
36;Australia;2017;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 2017;AUS17;2,18
36;Australia;2018;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 2018;AUS18;2,28
36;Australia;2019;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 2019;AUS19;2,26
36;Australia;2020;36;Australia;AUS;900,00;QoGStdTSjan23;Australia 2020;AUS20;2,11
40;Austria;1995;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 1995;AUT95;2,13
40;Austria;1996;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 1996;AUT96;2,26
40;Austria;1997;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 1997;AUT97;0,72
40;Austria;1998;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 1998;AUT98;0,80
40;Austria;1999;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 1999;AUT99;0,88
40;Austria;2000;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2000;AUT00;0,87
40;Austria;2001;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2001;AUT01;0,95
40;Austria;2002;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2002;AUT02;0,96
40;Austria;2003;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2003;AUT03;1,06
40;Austria;2004;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2004;AUT04;0,94
40;Austria;2005;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2005;AUT05;1,01
40;Austria;2006;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2006;AUT06;0,98
40;Austria;2007;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2007;AUT07;0,94
40;Austria;2008;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2008;AUT08;0,92
40;Austria;2009;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2009;AUT09;1,01
40;Austria;2010;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2010;AUT10;1,08
40;Austria;2011;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2011;AUT11;0,95
40;Austria;2012;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2012;AUT12;0,94
40;Austria;2013;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2013;AUT13;0,87
40;Austria;2014;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2014;AUT14;0,87
40;Austria;2015;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2015;AUT15;0,80
40;Austria;2016;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2016;AUT16;0,75
40;Austria;2017;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2017;AUT17;0,73
40;Austria;2018;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2018;AUT18;0,77
40;Austria;2019;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2019;AUT19;0,82
40;Austria;2020;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2020;AUT20;0,73
40;Austria;2021;40;Austria;AUT;305,00;QoGStdTSjan23;Austria 2021;AUT21;0,77
51;Armenia;2013;51;Armenia;ARM;371,00;QoGStdTSjan23;Armenia 2013;ARM13;1,34
51;Armenia;2017;51;Armenia;ARM;371,00;QoGStdTSjan23;Armenia 2017;ARM17;1,19
51;Armenia;2018;51;Armenia;ARM;371,00;QoGStdTSjan23;Armenia 2018;ARM18;1,52
51;Armenia;2019;51;Armenia;ARM;371,00;QoGStdTSjan23;Armenia 2019;ARM19;1,32
51;Armenia;2020;51;Armenia;ARM;371,00;QoGStdTSjan23;Armenia 2020;ARM20;1,10
51;Armenia;2021;51;Armenia;ARM;371,00;QoGStdTSjan23;Armenia 2021;ARM21;1,22
56;Belgium;1995;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 1995;BEL95;1,44
56;Belgium;1996;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 1996;BEL96;1,38
56;Belgium;1997;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 1997;BEL97;1,44
56;Belgium;1998;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 1998;BEL98;1,44
56;Belgium;1999;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 1999;BEL99;1,51
56;Belgium;2000;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 2000;BEL00;1,60
56;Belgium;2001;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 2001;BEL01;1,66
56;Belgium;2002;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 2002;BEL02;1,66
56;Belgium;2003;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 2003;BEL03;1,66
56;Belgium;2004;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 2004;BEL04;1,77
56;Belgium;2005;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 2005;BEL05;1,64
56;Belgium;2006;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 2006;BEL06;1,67
56;Belgium;2007;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 2007;BEL07;1,67
56;Belgium;2008;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 2008;BEL08;1,89
56;Belgium;2009;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 2009;BEL09;1,91
56;Belgium;2010;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 2010;BEL10;2,27
56;Belgium;2011;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 2011;BEL11;2,73
56;Belgium;2012;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 2012;BEL12;2,79
56;Belgium;2013;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 2013;BEL13;2,75
56;Belgium;2014;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 2014;BEL14;2,45
56;Belgium;2015;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 2015;BEL15;2,35
56;Belgium;2016;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 2016;BEL16;2,21
56;Belgium;2017;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 2017;BEL17;2,41
56;Belgium;2018;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 2018;BEL18;2,46
56;Belgium;2019;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 2019;BEL19;2,53
56;Belgium;2020;56;Belgium;BEL;211,00;QoGStdTSjan23;Belgium 2020;BEL20;2,47
68;Bolivia (Plurinational State of);2002;68;Bolivia;BOL;145,00;QoGStdTSjan23;Bolivia 2002;BOL02;2,22
68;Bolivia (Plurinational State of);2003;68;Bolivia;BOL;145,00;QoGStdTSjan23;Bolivia 2003;BOL03;2,11
68;Bolivia (Plurinational State of);2004;68;Bolivia;BOL;145,00;QoGStdTSjan23;Bolivia 2004;BOL04;1,52
68;Bolivia (Plurinational State of);2005;68;Bolivia;BOL;145,00;QoGStdTSjan23;Bolivia 2005;BOL05;1,80
68;Bolivia (Plurinational State of);2006;68;Bolivia;BOL;145,00;QoGStdTSjan23;Bolivia 2006;BOL06;1,79
68;Bolivia (Plurinational State of);2007;68;Bolivia;BOL;145,00;QoGStdTSjan23;Bolivia 2007;BOL07;1,74
100;Bulgaria;1995;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 1995;BGR95;2,59
100;Bulgaria;1996;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 1996;BGR96;2,21
100;Bulgaria;1997;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 1997;BGR97;2,92
100;Bulgaria;1998;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 1998;BGR98;2,73
100;Bulgaria;1999;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 1999;BGR99;2,42
100;Bulgaria;2000;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 2000;BGR00;2,53
100;Bulgaria;2001;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 2001;BGR01;2,95
100;Bulgaria;2002;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 2002;BGR02;1,80
100;Bulgaria;2003;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 2003;BGR03;2,36
100;Bulgaria;2004;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 2004;BGR04;2,08
100;Bulgaria;2005;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 2005;BGR05;1,91
100;Bulgaria;2006;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 2006;BGR06;3,47
100;Bulgaria;2007;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 2007;BGR07;3,20
100;Bulgaria;2008;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 2008;BGR08;1,83
100;Bulgaria;2009;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 2009;BGR09;2,79
100;Bulgaria;2010;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 2010;BGR10;1,84
100;Bulgaria;2011;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 2011;BGR11;2,03
100;Bulgaria;2012;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 2012;BGR12;2,00
100;Bulgaria;2013;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 2013;BGR13;2,49
100;Bulgaria;2014;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 2014;BGR14;1,59
100;Bulgaria;2015;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 2015;BGR15;1,93
100;Bulgaria;2016;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 2016;BGR16;1,90
100;Bulgaria;2017;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 2017;BGR17;1,93
100;Bulgaria;2018;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 2018;BGR18;1,89
100;Bulgaria;2019;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 2019;BGR19;1,90
100;Bulgaria;2020;100;Bulgaria;BGR;355,00;QoGStdTSjan23;Bulgaria 2020;BGR20;1,75
104;Myanmar;2012;104;Myanmar;MMR;775,00;QoGStdTSjan23;Myanmar 2012;MMR12;0,05
104;Myanmar;2013;104;Myanmar;MMR;775,00;QoGStdTSjan23;Myanmar 2013;MMR13;0,18
104;Myanmar;2014;104;Myanmar;MMR;775,00;QoGStdTSjan23;Myanmar 2014;MMR14;0,04
104;Myanmar;2015;104;Myanmar;MMR;775,00;QoGStdTSjan23;Myanmar 2015;MMR15;0,05
104;Myanmar;2016;104;Myanmar;MMR;775,00;QoGStdTSjan23;Myanmar 2016;MMR16;0,25
104;Myanmar;2017;104;Myanmar;MMR;775,00;QoGStdTSjan23;Myanmar 2017;MMR17;0,03
104;Myanmar;2018;104;Myanmar;MMR;775,00;QoGStdTSjan23;Myanmar 2018;MMR18;0,33
104;Myanmar;2019;104;Myanmar;MMR;775,00;QoGStdTSjan23;Myanmar 2019;MMR19;0,17
112;Belarus;2003;112;Belarus;BLR;370,00;QoGStdTSjan23;Belarus 2003;BLR03;1,06
112;Belarus;2004;112;Belarus;BLR;370,00;QoGStdTSjan23;Belarus 2004;BLR04;1,35
112;Belarus;2005;112;Belarus;BLR;370,00;QoGStdTSjan23;Belarus 2005;BLR05;1,23
112;Belarus;2006;112;Belarus;BLR;370,00;QoGStdTSjan23;Belarus 2006;BLR06;1,21
112;Belarus;2007;112;Belarus;BLR;370,00;QoGStdTSjan23;Belarus 2007;BLR07;1,11
112;Belarus;2008;112;Belarus;BLR;370,00;QoGStdTSjan23;Belarus 2008;BLR08;0,88
112;Belarus;2009;112;Belarus;BLR;370,00;QoGStdTSjan23;Belarus 2009;BLR09;0,63
112;Belarus;2010;112;Belarus;BLR;370,00;QoGStdTSjan23;Belarus 2010;BLR10;0,68
112;Belarus;2011;112;Belarus;BLR;370,00;QoGStdTSjan23;Belarus 2011;BLR11;0,53
112;Belarus;2012;112;Belarus;BLR;370,00;QoGStdTSjan23;Belarus 2012;BLR12;0,40
112;Belarus;2013;112;Belarus;BLR;370,00;QoGStdTSjan23;Belarus 2013;BLR13;0,26
112;Belarus;2014;112;Belarus;BLR;370,00;QoGStdTSjan23;Belarus 2014;BLR14;0,30
112;Belarus;2015;112;Belarus;BLR;370,00;QoGStdTSjan23;Belarus 2015;BLR15;0,22
112;Belarus;2016;112;Belarus;BLR;370,00;QoGStdTSjan23;Belarus 2016;BLR16;0,23
112;Belarus;2017;112;Belarus;BLR;370,00;QoGStdTSjan23;Belarus 2017;BLR17;0,24
112;Belarus;2018;112;Belarus;BLR;370,00;QoGStdTSjan23;Belarus 2018;BLR18;0,26
112;Belarus;2019;112;Belarus;BLR;370,00;QoGStdTSjan23;Belarus 2019;BLR19;0,23
112;Belarus;2020;112;Belarus;BLR;370,00;QoGStdTSjan23;Belarus 2020;BLR20;0,25
124;Canada;2008;124;Canada;CAN;20,00;QoGStdTSjan23;Canada 2008;CAN08;1,68
124;Canada;2009;124;Canada;CAN;20,00;QoGStdTSjan23;Canada 2009;CAN09;1,76
124;Canada;2010;124;Canada;CAN;20,00;QoGStdTSjan23;Canada 2010;CAN10;1,85
124;Canada;2011;124;Canada;CAN;20,00;QoGStdTSjan23;Canada 2011;CAN11;1,80
124;Canada;2012;124;Canada;CAN;20,00;QoGStdTSjan23;Canada 2012;CAN12;1,76
124;Canada;2013;124;Canada;CAN;20,00;QoGStdTSjan23;Canada 2013;CAN13;1,66
124;Canada;2014;124;Canada;CAN;20,00;QoGStdTSjan23;Canada 2014;CAN14;1,68
124;Canada;2015;124;Canada;CAN;20,00;QoGStdTSjan23;Canada 2015;CAN15;1,91
124;Canada;2016;124;Canada;CAN;20,00;QoGStdTSjan23;Canada 2016;CAN16;1,97
124;Canada;2017;124;Canada;CAN;20,00;QoGStdTSjan23;Canada 2017;CAN17;1,89
124;Canada;2018;124;Canada;CAN;20,00;QoGStdTSjan23;Canada 2018;CAN18;1,97
124;Canada;2019;124;Canada;CAN;20,00;QoGStdTSjan23;Canada 2019;CAN19;1,93
124;Canada;2020;124;Canada;CAN;20,00;QoGStdTSjan23;Canada 2020;CAN20;1,44
156;China;2005;156;China;CHN;710,00;QoGStdTSjan23;China 2005;CHN05;3,15
156;China;2006;156;China;CHN;710,00;QoGStdTSjan23;China 2006;CHN06;3,21
156;China;2007;156;China;CHN;710,00;QoGStdTSjan23;China 2007;CHN07;1,07
156;China;2008;156;China;CHN;710,00;QoGStdTSjan23;China 2008;CHN08;1,87
156;China;2009;156;China;CHN;710,00;QoGStdTSjan23;China 2009;CHN09;2,08
156;China;2010;156;China;CHN;710,00;QoGStdTSjan23;China 2010;CHN10;2,21
156;China;2011;156;China;CHN;710,00;QoGStdTSjan23;China 2011;CHN11;2,03
156;China;2012;156;China;CHN;710,00;QoGStdTSjan23;China 2012;CHN12;1,94
156;China;2013;156;China;CHN;710,00;QoGStdTSjan23;China 2013;CHN13;2,00
156;China;2014;156;China;CHN;710,00;QoGStdTSjan23;China 2014;CHN14;2,00
156;China;2015;156;China;CHN;710,00;QoGStdTSjan23;China 2015;CHN15;2,28
156;China;2016;156;China;CHN;710,00;QoGStdTSjan23;China 2016;CHN16;2,15
156;China;2017;156;China;CHN;710,00;QoGStdTSjan23;China 2017;CHN17;2,39
156;China;2018;156;China;CHN;710,00;QoGStdTSjan23;China 2018;CHN18;2,36
156;China;2019;156;China;CHN;710,00;QoGStdTSjan23;China 2019;CHN19;2,51
156;China;2020;156;China;CHN;710,00;QoGStdTSjan23;China 2020;CHN20;2,16
191;Croatia;1995;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 1995;HRV95;1,40
191;Croatia;1996;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 1996;HRV96;1,34
191;Croatia;1997;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 1997;HRV97;1,36
191;Croatia;1998;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 1998;HRV98;1,40
191;Croatia;1999;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 1999;HRV99;1,45
191;Croatia;2000;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 2000;HRV00;1,42
191;Croatia;2001;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 2001;HRV01;1,28
191;Croatia;2002;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 2002;HRV02;1,30
191;Croatia;2003;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 2003;HRV03;1,31
191;Croatia;2004;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 2004;HRV04;1,30
191;Croatia;2005;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 2005;HRV05;1,32
191;Croatia;2006;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 2006;HRV06;1,37
191;Croatia;2007;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 2007;HRV07;1,34
191;Croatia;2008;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 2008;HRV08;1,32
191;Croatia;2009;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 2009;HRV09;1,35
191;Croatia;2010;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 2010;HRV10;1,26
191;Croatia;2011;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 2011;HRV11;1,19
191;Croatia;2012;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 2012;HRV12;1,25
191;Croatia;2013;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 2013;HRV13;1,35
191;Croatia;2014;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 2014;HRV14;1,24
191;Croatia;2015;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 2015;HRV15;1,36
191;Croatia;2016;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 2016;HRV16;1,41
191;Croatia;2017;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 2017;HRV17;1,37
191;Croatia;2018;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 2018;HRV18;1,45
191;Croatia;2019;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 2019;HRV19;1,44
191;Croatia;2020;191;Croatia;HRV;344,00;QoGStdTSjan23;Croatia 2020;HRV20;1,52
196;Cyprus;1995;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 1995;CYP95;0,63
196;Cyprus;1996;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 1996;CYP96;0,66
196;Cyprus;1997;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 1997;CYP97;0,62
196;Cyprus;1998;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 1998;CYP98;0,64
196;Cyprus;1999;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 1999;CYP99;0,62
196;Cyprus;2000;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 2000;CYP00;0,62
196;Cyprus;2001;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 2001;CYP01;0,67
196;Cyprus;2002;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 2002;CYP02;0,63
196;Cyprus;2003;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 2003;CYP03;0,61
196;Cyprus;2004;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 2004;CYP04;0,69
196;Cyprus;2005;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 2005;CYP05;0,73
196;Cyprus;2006;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 2006;CYP06;0,70
196;Cyprus;2007;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 2007;CYP07;0,71
196;Cyprus;2008;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 2008;CYP08;0,71
196;Cyprus;2009;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 2009;CYP09;0,69
196;Cyprus;2010;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 2010;CYP10;0,72
196;Cyprus;2011;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 2011;CYP11;0,73
196;Cyprus;2012;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 2012;CYP12;0,66
196;Cyprus;2013;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 2013;CYP13;0,57
196;Cyprus;2014;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 2014;CYP14;0,53
196;Cyprus;2015;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 2015;CYP15;0,87
196;Cyprus;2016;196;Cyprus (1975-);CYP;352,00;QoGStdTSjan23;Cyprus (1975-) 2016;CYP16;0,65
